match_id,inning,over,ball,batsman,bowler,batsman_runs,extra_runs,total_runs
1,1,9,5,Player_11,Player_70,2,0,2
1,1,9,6,Player_27,Player_98,3,0,3
1,1,10,1,Player_35,Player_50,0,0,0
1,1,10,2,Player_28,Player_66,1,0,1
1,1,10,3,Player_3,Player_72,2,0,2
1,1,10,4,Player_10,Player_68,0,0,0
1,1,10,5,Player_46,Player_50,6,0,6
1,1,10,6,Player_1,Player_98,2,0,2
1,1,11,1,Player_31,Player_57,0,0,0
1,1,11,2,Player_3,Player_99,4,0,4
1,1,11,3,Player_5,Player_79,4,0,4
1,1,11,4,Player_48,Player_96,1,0,1
1,1,11,5,Player_14,Player_51,3,0,3
1,1,11,6,Player_34,Player_87,1,0,1
1,1,12,1,Player_15,Player_76,0,0,0
1,1,12,2,Player_38,Player_82,2,0,2
1,1,12,3,Player_42,Player_66,4,0,4
1,1,12,4,Player_17,Player_59,2,0,2
1,1,12,5,Player_5,Player_83,1,0,1
1,1,12,6,Player_43,Player_92,0,0,0
1,1,13,1,Player_23,Player_65,0,0,0
1,1,13,2,Player_8,Player_53,0,0,0
1,1,13,3,Player_3,Player_81,1,0,1
1,1,13,4,Player_19,Player_70,0,0,0
1,1,13,5,Player_22,Player_70,1,0,1
1,1,13,6,Player_12,Player_75,4,0,4
1,1,14,1,Player_26,Player_94,0,0,0
1,1,14,2,Player_47,Player_71,0,0,0
1,1,14,3,Player_48,Player_66,0,0,0
1,1,14,4,Player_49,Player_84,0,0,0
1,1,14,5,Player_22,Player_63,1,0,1
1,1,14,6,Player_24,Player_51,2,0,2
1,1,15,1,Player_7,Player_52,4,0,4
1,1,15,2,Player_47,Player_94,4,0,4
1,1,15,3,Player_15,Player_74,2,0,2
1,1,15,4,Player_39,Player_66,0,0,0
1,1,15,5,Player_44,Player_74,4,0,4
1,1,15,6,Player_4,Player_59,2,0,2
1,1,16,1,Player_47,Player_85,1,0,1
1,1,16,2,Player_8,Player_89,1,0,1
1,1,16,3,Player_41,Player_86,0,0,0
1,1,16,4,Player_34,Player_94,0,0,0
1,1,16,5,Player_22,Player_70,0,0,0
1,1,16,6,Player_4,Player_79,0,0,0
1,1,17,1,Player_31,Player_73,4,0,4
1,1,17,2,Player_31,Player_89,1,1,2
1,1,17,3,Player_6,Player_51,1,0,1
1,1,17,4,Player_15,Player_55,6,0,6
1,1,17,5,Player_38,Player_51,1,0,1
1,1,17,6,Player_45,Player_93,0,1,1
1,1,18,1,Player_4,Player_68,0,0,0
1,1,18,2,Player_12,Player_96,2,0,2
1,1,18,3,Player_38,Player_86,1,0,1
1,1,18,4,Player_13,Player_92,1,0,1
1,1,18,5,Player_10,Player_54,0,1,1
1,1,18,6,Player_13,Player_89,3,0,3
1,1,19,1,Player_37,Player_58,2,0,2
1,1,19,2,Player_24,Player_87,1,0,1
1,1,19,3,Player_49,Player_54,3,1,4
1,1,19,4,Player_14,Player_60,4,0,4
1,1,19,5,Player_35,Player_50,2,0,2
1,1,19,6,Player_29,Player_57,3,0,3
1,1,20,1,Player_30,Player_84,0,0,0
1,1,20,2,Player_14,Player_75,4,0,4
1,1,20,3,Player_42,Player_74,1,0,1
1,1,20,4,Player_40,Player_63,4,0,4
1,1,20,5,Player_33,Player_72,1,0,1
1,1,20,6,Player_17,Player_82,0,0,0
1,2,1,1,Player_40,Player_89,1,0,1
1,2,1,2,Player_6,Player_52,1,0,1
1,2,1,3,Player_15,Player_96,1,0,1
1,2,1,4,Player_39,Player_76,2,0,2
1,2,1,5,Player_33,Player_86,2,0,2
1,2,1,6,Player_4,Player_71,2,0,2
1,2,2,1,Player_10,Player_82,0,0,0
1,2,2,2,Player_47,Player_85,1,0,1
1,2,2,3,Player_15,Player_78,1,0,1
1,2,2,4,Player_4,Player_61,2,0,2
1,2,2,5,Player_36,Player_85,2,0,2
1,2,2,6,Player_20,Player_60,6,0,6
1,2,3,1,Player_6,Player_57,1,0,1
1,2,3,2,Player_43,Player_61,4,0,4
1,2,3,3,Player_18,Player_74,0,0,0
1,2,3,4,Player_43,Player_61,0,0,0
1,2,3,5,Player_5,Player_86,2,0,2
1,2,3,6,Player_28,Player_80,1,0,1
1,2,4,1,Player_29,Player_63,4,0,4
1,2,4,2,Player_23,Player_50,0,1,1
1,2,4,3,Player_46,Player_85,0,0,0
1,2,4,4,Player_40,Player_64,0,0,0
1,2,4,5,Player_9,Player_59,3,0,3
1,2,4,6,Player_41,Player_84,0,0,0
1,2,5,1,Player_11,Player_87,0,0,0
1,2,5,2,Player_34,Player_76,1,0,1
1,2,5,3,Player_44,Player_73,1,0,1
1,2,5,4,Player_24,Player_82,0,0,0
1,2,5,5,Player_22,Player_75,0,0,0
1,2,5,6,Player_7,Player_66,6,0,6
1,2,6,1,Player_22,Player_77,1,0,1
1,2,6,2,Player_7,Player_50,0,0,0
1,2,6,3,Player_19,Player_81,1,0,1
1,2,6,4,Player_29,Player_79,3,0,3
1,2,6,5,Player_1,Player_63,2,0,2
1,2,6,6,Player_28,Player_98,1,0,1
1,2,7,1,Player_4,Player_50,0,0,0
1,2,7,2,Player_3,Player_81,0,0,0
1,2,7,3,Player_34,Player_82,0,0,0
1,2,7,4,Player_7,Player_78,1,0,1
1,2,7,5,Player_3,Player_73,0,0,0
1,2,7,6,Player_8,Player_96,1,0,1
1,2,8,1,Player_28,Player_96,2,0,2
1,2,8,2,Player_24,Player_63,1,0,1
1,2,8,3,Player_16,Player_53,4,0,4
1,2,8,4,Player_14,Player_80,0,0,0
1,2,8,5,Player_10,Player_56,2,0,2
1,2,8,6,Player_48,Player_68,1,0,1
1,2,9,1,Player_2,Player_50,3,0,3
1,2,9,2,Player_42,Player_51,0,0,0
1,2,9,3,Player_20,Player_54,0,0,0
1,2,9,4,Player_9,Player_83,4,0,4
1,2,9,5,Player_22,Player_93,0,0,0
1,2,9,6,Player_46,Player_72,2,0,2
1,2,10,1,Player_17,Player_63,2,0,2
1,2,10,2,Player_25,Player_88,0,0,0
1,2,10,3,Player_46,Player_53,0,0,0
1,2,10,4,Player_34,Player_72,1,0,1
1,2,10,5,Player_21,Player_91,1,0,1
1,2,10,6,Player_17,Player_86,1,0,1
1,2,11,1,Player_23,Player_91,0,0,0
1,2,11,2,Player_31,Player_55,2,0,2
1,2,11,3,Player_45,Player_56,1,0,1
1,2,11,4,Player_21,Player_77,2,0,2
1,2,11,5,Player_2,Player_92,0,0,0
1,2,11,6,Player_26,Player_78,0,0,0
1,2,12,1,Player_36,Player_98,2,0,2
1,2,12,2,Player_34,Player_96,6,0,6
1,2,12,3,Player_33,Player_85,1,0,1
1,2,12,4,Player_43,Player_66,1,0,1
1,2,12,5,Player_34,Player_58,2,0,2
1,2,12,6,Player_9,Player_89,2,0,2
1,2,13,1,Player_43,Player_89,1,0,1
1,2,13,2,Player_3,Player_99,2,0,2
1,2,13,3,Player_30,Player_87,1,0,1
1,2,13,4,Player_44,Player_98,0,1,1
1,2,13,5,Player_49,Player_96,0,1,1
1,2,13,6,Player_19,Player_57,1,0,1
1,2,14,1,Player_37,Player_65,3,0,3
1,2,14,2,Player_25,Player_61,0,1,1
1,2,14,3,Player_45,Player_75,0,0,0
1,2,14,4,Player_7,Player_66,0,0,0
1,2,14,5,Player_7,Player_63,0,0,0
1,2,14,6,Player_48,Player_57,6,0,6
1,2,15,1,Player_18,Player_80,4,0,4
1,2,15,2,Player_18,Player_91,1,0,1
1,2,15,3,Player_24,Player_84,1,0,1
1,2,15,4,Player_3,Player_86,1,0,1
1,2,15,5,Player_23,Player_93,1,0,1
1,2,15,6,Player_4,Player_78,1,0,1
1,2,16,1,Player_33,Player_65,1,0,1
1,2,16,2,Player_2,Player_84,4,0,4
1,2,16,3,Player_13,Player_62,0,0,0
1,2,16,4,Player_39,Player_95,0,0,0
1,2,16,5,Player_29,Player_93,1,0,1
1,2,16,6,Player_47,Player_59,0,0,0
1,2,17,1,Player_20,Player_54,2,0,2
1,2,17,2,Player_45,Player_63,0,0,0
1,2,17,3,Player_18,Player_86,0,0,0
1,2,17,4,Player_46,Player_64,1,0,1
1,2,17,5,Player_24,Player_53,0,0,0
1,2,17,6,Player_37,Player_92,1,1,2
1,2,18,1,Player_46,Player_73,1,0,1
1,2,18,2,Player_25,Player_56,6,0,6
1,2,18,3,Player_20,Player_78,1,0,1
1,2,18,4,Player_45,Player_95,0,0,0
1,2,18,5,Player_26,Player_90,0,0,0
1,2,18,6,Player_6,Player_54,0,1,1
1,2,19,1,Player_49,Player_58,4,1,5
1,2,19,2,Player_42,Player_84,2,0,2
1,2,19,3,Player_24,Player_52,3,0,3
1,2,19,4,Player_47,Player_74,1,0,1
1,2,19,5,Player_34,Player_60,4,0,4
1,2,19,6,Player_28,Player_78,4,1,5
1,2,20,1,Player_12,Player_91,3,0,3
1,2,20,2,Player_5,Player_60,0,0,0
1,2,20,3,Player_15,Player_87,0,0,0
1,2,20,4,Player_26,Player_67,0,0,0
1,2,20,5,Player_13,Player_77,0,0,0
1,2,20,6,Player_40,Player_94,1,0,1
2,1,1,1,Player_3,Player_89,1,0,1
2,1,1,2,Player_45,Player_82,4,0,4
2,1,1,3,Player_40,Player_77,4,0,4
2,1,1,4,Player_41,Player_62,3,0,3
2,1,1,5,Player_42,Player_85,1,0,1
2,1,1,6,Player_7,Player_54,4,0,4
2,1,2,1,Player_31,Player_72,0,0,0
2,1,2,2,Player_30,Player_88,0,0,0
2,1,2,3,Player_14,Player_62,1,0,1
2,1,2,4,Player_32,Player_62,1,1,2
2,1,2,5,Player_17,Player_89,0,0,0
2,1,2,6,Player_24,Player_94,2,0,2
2,1,3,1,Player_30,Player_56,1,1,2
2,1,3,2,Player_28,Player_64,4,0,4
2,1,3,3,Player_4,Player_69,1,0,1
2,1,3,4,Player_27,Player_66,2,0,2
2,1,3,5,Player_1,Player_71,1,0,1
2,1,3,6,Player_14,Player_96,6,0,6
2,1,4,1,Player_35,Player_61,0,0,0
2,1,4,2,Player_6,Player_96,1,0,1
2,1,4,3,Player_23,Player_75,0,0,0
2,1,4,4,Player_4,Player_66,0,0,0
2,1,4,5,Player_15,Player_78,1,0,1
2,1,4,6,Player_2,Player_96,1,0,1
2,1,5,1,Player_27,Player_52,6,0,6
2,1,5,2,Player_28,Player_78,4,0,4
2,1,5,3,Player_20,Player_55,2,0,2
2,1,5,4,Player_1,Player_87,0,0,0
2,1,5,5,Player_49,Player_74,2,0,2
2,1,5,6,Player_44,Player_65,1,0,1
2,1,6,1,Player_25,Player_66,0,0,0
2,1,6,2,Player_27,Player_95,1,0,1
2,1,6,3,Player_29,Player_93,0,0,0
2,1,6,4,Player_3,Player_69,2,0,2
2,1,6,5,Player_14,Player_56,0,0,0
2,1,6,6,Player_36,Player_58,0,0,0
2,1,7,1,Player_22,Player_51,2,0,2
2,1,7,2,Player_13,Player_66,0,0,0
2,1,7,3,Player_18,Player_95,6,0,6
2,1,7,4,Player_11,Player_94,2,1,3
2,1,7,5,Player_41,Player_57,2,0,2
2,1,7,6,Player_41,Player_66,0,0,0
2,1,8,1,Player_15,Player_65,1,0,1
2,1,8,2,Player_33,Player_59,2,0,2
2,1,8,3,Player_33,Player_51,1,0,1
2,1,8,4,Player_30,Player_82,3,0,3
2,1,8,5,Player_39,Player_51,6,0,6
2,1,8,6,Player_15,Player_83,0,0,0
2,1,9,1,Player_40,Player_60,0,0,0
2,1,9,2,Player_9,Player_55,1,0,1
2,1,9,3,Player_41,Player_99,4,0,4
2,1,9,4,Player_28,Player_69,0,0,0
2,1,9,5,Player_7,Player_60,4,0,4
2,1,9,6,Player_22,Player_75,1,0,1
2,1,10,1,Player_42,Player_63,0,0,0
2,1,10,2,Player_23,Player_61,0,0,0
2,1,10,3,Player_19,Player_95,0,0,0
2,1,10,4,Player_32,Player_93,1,0,1
2,1,10,5,Player_22,Player_86,6,1,7
2,1,10,6,Player_3,Player_77,0,0,0
2,1,11,1,Player_29,Player_64,0,0,0
2,1,11,2,Player_30,Player_70,2,0,2
2,1,11,3,Player_20,Player_86,0,0,0
2,1,11,4,Player_20,Player_73,1,0,1
2,1,11,5,Player_41,Player_85,0,0,0
2,1,11,6,Player_36,Player_51,1,0,1
2,1,12,1,Player_39,Player_91,6,0,6
2,1,12,2,Player_12,Player_52,1,0,1
2,1,12,3,Player_15,Player_82,0,0,0
2,1,12,4,Player_48,Player_79,0,0,0
2,1,12,5,Player_14,Player_51,0,0,0
2,1,12,6,Player_45,Player_90,0,0,0
2,1,13,1,Player_47,Player_63,1,0,1
2,1,13,2,Player_2,Player_88,0,0,0
2,1,13,3,Player_28,Player_51,4,0,4
2,1,13,4,Player_1,Player_89,1,0,1
2,1,13,5,Player_23,Player_96,0,0,0
2,1,13,6,Player_14,Player_65,1,0,1
2,1,14,1,Player_30,Player_90,1,0,1
2,1,14,2,Player_43,Player_61,2,0,2
2,1,14,3,Player_20,Player_77,0,0,0
2,1,14,4,Player_37,Player_61,1,0,1
2,1,14,5,Player_44,Player_77,4,0,4
2,1,14,6,Player_20,Player_99,6,0,6
2,1,15,1,Player_37,Player_69,0,0,0
2,1,15,2,Player_35,Player_55,0,0,0
2,1,15,3,Player_33,Player_98,1,0,1
2,1,15,4,Player_20,Player_99,6,0,6
2,1,15,5,Player_34,Player_74,1,0,1
2,1,15,6,Player_31,Player_96,1,0,1
2,1,16,1,Player_38,Player_69,0,0,0
2,1,16,2,Player_16,Player_99,0,0,0
2,1,16,3,Player_21,Player_50,2,0,2
2,1,16,4,Player_38,Player_54,6,0,6
2,1,16,5,Player_1,Player_75,0,0,0
2,1,16,6,Player_18,Player_66,3,0,3
2,1,17,1,Player_49,Player_61,0,0,0
2,1,17,2,Player_4,Player_82,1,0,1
2,1,17,3,Player_14,Player_97,1,0,1
2,1,17,4,Player_28,Player_51,6,0,6
2,1,17,5,Player_9,Player_82,1,0,1
2,1,17,6,Player_9,Player_62,0,0,0
2,1,18,1,Player_34,Player_87,0,0,0
2,1,18,2,Player_6,Player_83,2,0,2
2,1,18,3,Player_19,Player_94,3,0,3
2,1,18,4,Player_7,Player_74,0,0,0
2,1,18,5,Player_7,Player_64,1,0,1
2,1,18,6,Player_25,Player_82,0,0,0
2,1,19,1,Player_44,Player_87,0,0,0
2,1,19,2,Player_46,Player_63,1,0,1
2,1,19,3,Player_3,Player_70,4,0,4
2,1,19,4,Player_6,Player_77,0,0,0
2,1,19,5,Player_12,Player_54,0,0,0
2,1,19,6,Player_44,Player_85,1,0,1
2,1,20,1,Player_6,Player_95,2,1,3
2,1,20,2,Player_45,Player_70,0,0,0
2,1,20,3,Player_47,Player_64,0,0,0
2,1,20,4,Player_15,Player_53,4,0,4
2,1,20,5,Player_34,Player_63,1,0,1
2,1,20,6,Player_46,Player_76,4,0,4
2,2,1,1,Player_8,Player_65,0,0,0
2,2,1,2,Player_2,Player_98,6,0,6
2,2,1,3,Player_30,Player_60,0,0,0
2,2,1,4,Player_39,Player_62,0,0,0
2,2,1,5,Player_49,Player_91,0,0,0
2,2,1,6,Player_20,Player_53,0,0,0
2,2,2,1,Player_44,Player_94,1,1,2
2,2,2,2,Player_22,Player_70,4,0,4
2,2,2,3,Player_9,Player_64,1,0,1
2,2,2,4,Player_42,Player_57,2,0,2
2,2,2,5,Player_27,Player_86,0,0,0
2,2,2,6,Player_36,Player_88,1,0,1
2,2,3,1,Player_36,Player_59,1,0,1
2,2,3,2,Player_47,Player_98,2,0,2
2,2,3,3,Player_21,Player_66,0,0,0
2,2,3,4,Player_35,Player_77,0,0,0
2,2,3,5,Player_9,Player_63,1,0,1
2,2,3,6,Player_25,Player_51,0,0,0
2,2,4,1,Player_18,Player_52,1,0,1
2,2,4,2,Player_41,Player_98,0,0,0
2,2,4,3,Player_46,Player_68,1,0,1
2,2,4,4,Player_32,Player_88,2,0,2
2,2,4,5,Player_37,Player_82,1,0,1
2,2,4,6,Player_33,Player_55,0,0,0
2,2,5,1,Player_49,Player_51,1,0,1
2,2,5,2,Player_32,Player_70,0,0,0
2,2,5,3,Player_3,Player_93,0,0,0
2,2,5,4,Player_6,Player_51,6,0,6
2,2,5,5,Player_17,Player_84,2,0,2
2,2,5,6,Player_8,Player_71,1,1,2
2,2,6,1,Player_13,Player_78,1,0,1
2,2,6,2,Player_16,Player_91,0,0,0
2,2,6,3,Player_16,Player_61,0,0,0
2,2,6,4,Player_20,Player_52,4,0,4
2,2,6,5,Player_28,Player_89,0,0,0
2,2,6,6,Player_44,Player_50,3,0,3
2,2,7,1,Player_6,Player_71,0,0,0
2,2,7,2,Player_33,Player_65,1,0,1
2,2,7,3,Player_14,Player_85,0,0,0
2,2,7,4,Player_2,Player_90,0,0,0
2,2,7,5,Player_9,Player_50,0,0,0
2,2,7,6,Player_23,Player_75,1,0,1
2,2,8,1,Player_35,Player_71,1,1,2
2,2,8,2,Player_37,Player_91,1,0,1
2,2,8,3,Player_38,Player_67,1,0,1
2,2,8,4,Player_42,Player_79,2,0,2
2,2,8,5,Player_7,Player_63,0,0,0
2,2,8,6,Player_2,Player_76,1,0,1
2,2,9,1,Player_20,Player_67,1,0,1
2,2,9,2,Player_25,Player_82,4,0,4
2,2,9,3,Player_46,Player_65,2,0,2
2,2,9,4,Player_3,Player_84,0,0,0
2,2,9,5,Player_34,Player_57,1,0,1
2,2,9,6,Player_15,Player_53,0,0,0
2,2,10,1,Player_32,Player_77,0,0,0
2,2,10,2,Player_18,Player_78,0,0,0
2,2,10,3,Player_29,Player_92,1,0,1
2,2,10,4,Player_19,Player_80,0,0,0
2,2,10,5,Player_10,Player_74,0,1,1
2,2,10,6,Player_31,Player_64,6,0,6
2,2,11,1,Player_35,Player_70,0,0,0
2,2,11,2,Player_7,Player_65,1,0,1
2,2,11,3,Player_4,Player_88,0,0,0
2,2,11,4,Player_29,Player_85,1,0,1
2,2,11,5,Player_37,Player_84,0,0,0
2,2,11,6,Player_14,Player_56,2,0,2
2,2,12,1,Player_2,Player_76,1,0,1
2,2,12,2,Player_21,Player_59,1,0,1
2,2,12,3,Player_5,Player_50,0,0,0
2,2,12,4,Player_45,Player_70,0,0,0
2,2,12,5,Player_32,Player_85,0,0,0
2,2,12,6,Player_11,Player_70,3,0,3
2,2,13,1,Player_26,Player_53,4,0,4
2,2,13,2,Player_18,Player_89,3,0,3
2,2,13,3,Player_29,Player_87,0,1,1
2,2,13,4,Player_49,Player_90,0,0,0
2,2,13,5,Player_41,Player_50,3,0,3
2,2,13,6,Player_33,Player_59,4,0,4
2,2,14,1,Player_40,Player_70,3,0,3
2,2,14,2,Player_8,Player_71,1,0,1
2,2,14,3,Player_23,Player_73,4,0,4
2,2,14,4,Player_44,Player_50,1,0,1
2,2,14,5,Player_8,Player_72,2,0,2
2,2,14,6,Player_24,Player_84,0,1,1
2,2,15,1,Player_21,Player_89,0,0,0
2,2,15,2,Player_11,Player_64,4,0,4
2,2,15,3,Player_43,Player_54,1,0,1
2,2,15,4,Player_8,Player_59,0,0,0
2,2,15,5,Player_28,Player_66,0,0,0
2,2,15,6,Player_25,Player_58,0,0,0
2,2,16,1,Player_49,Player_85,1,0,1
2,2,16,2,Player_41,Player_74,1,0,1
2,2,16,3,Player_10,Player_70,0,0,0
2,2,16,4,Player_2,Player_62,1,0,1
2,2,16,5,Player_32,Player_81,1,0,1
2,2,16,6,Player_15,Player_66,4,0,4
2,2,17,1,Player_25,Player_89,1,0,1
2,2,17,2,Player_25,Player_99,4,0,4
2,2,17,3,Player_21,Player_93,0,0,0
2,2,17,4,Player_21,Player_84,1,0,1
2,2,17,5,Player_39,Player_98,0,0,0
2,2,17,6,Player_21,Player_62,0,1,1
2,2,18,1,Player_46,Player_89,1,0,1
2,2,18,2,Player_32,Player_60,0,0,0
2,2,18,3,Player_25,Player_71,1,0,1
2,2,18,4,Player_2,Player_78,1,0,1
2,2,18,5,Player_31,Player_64,1,0,1
2,2,18,6,Player_13,Player_71,1,0,1
2,2,19,1,Player_3,Player_68,0,0,0
2,2,19,2,Player_44,Player_96,4,0,4
2,2,19,3,Player_8,Player_91,1,0,1
2,2,19,4,Player_44,Player_54,4,0,4
2,2,19,5,Player_35,Player_81,4,0,4
2,2,19,6,Player_25,Player_59,2,0,2
2,2,20,1,Player_27,Player_76,1,0,1
2,2,20,2,Player_9,Player_85,0,0,0
2,2,20,3,Player_12,Player_66,0,0,0
2,2,20,4,Player_20,Player_60,2,0,2
2,2,20,5,Player_6,Player_68,6,0,6
2,2,20,6,Player_4,Player_69,2,0,2
3,1,1,1,Player_26,Player_86,1,0,1
3,1,1,2,Player_39,Player_70,0,0,0
3,1,1,3,Player_45,Player_69,1,0,1
3,1,1,4,Player_29,Player_63,2,0,2
3,1,1,5,Player_4,Player_73,1,0,1
3,1,1,6,Player_31,Player_68,1,0,1
3,1,2,1,Player_22,Player_73,0,0,0
3,1,2,2,Player_38,Player_80,3,0,3
3,1,2,3,Player_45,Player_85,0,0,0
3,1,2,4,Player_33,Player_67,0,0,0
3,1,2,5,Player_28,Player_96,6,0,6
3,1,2,6,Player_45,Player_82,1,0,1
3,1,3,1,Player_48,Player_96,0,0,0
3,1,3,2,Player_14,Player_60,2,1,3
3,1,3,3,Player_5,Player_59,0,0,0
3,1,3,4,Player_49,Player_79,3,0,3
3,1,3,5,Player_17,Player_94,2,0,2
3,1,3,6,Player_35,Player_95,0,0,0
3,1,4,1,Player_37,Player_69,3,0,3
3,1,4,2,Player_5,Player_85,0,0,0
3,1,4,3,Player_39,Player_88,1,0,1
3,1,4,4,Player_36,Player_55,0,0,0
3,1,4,5,Player_44,Player_80,4,0,4
3,1,4,6,Player_21,Player_79,0,0,0
3,1,5,1,Player_22,Player_77,0,0,0
3,1,5,2,Player_14,Player_59,0,0,0
3,1,5,3,Player_42,Player_74,2,0,2
3,1,5,4,Player_45,Player_85,0,0,0
3,1,5,5,Player_43,Player_70,1,0,1
3,1,5,6,Player_7,Player_55,4,0,4
3,1,6,1,Player_11,Player_69,0,0,0
3,1,6,2,Player_21,Player_91,3,0,3
3,1,6,3,Player_14,Player_86,6,0,6
3,1,6,4,Player_3,Player_72,0,0,0
3,1,6,5,Player_19,Player_74,4,1,5
3,1,6,6,Player_41,Player_82,0,0,0
3,1,7,1,Player_42,Player_56,1,0,1
3,1,7,2,Player_24,Player_83,1,0,1
3,1,7,3,Player_39,Player_71,1,0,1
3,1,7,4,Player_46,Player_55,3,0,3
3,1,7,5,Player_5,Player_51,1,0,1
3,1,7,6,Player_10,Player_83,4,0,4
3,1,8,1,Player_39,Player_71,0,0,0
3,1,8,2,Player_38,Player_59,6,0,6
3,1,8,3,Player_49,Player_81,0,0,0
3,1,8,4,Player_4,Player_95,2,0,2
3,1,8,5,Player_40,Player_70,1,0,1
3,1,8,6,Player_14,Player_76,4,0,4
3,1,9,1,Player_28,Player_75,1,0,1
3,1,9,2,Player_3,Player_57,0,0,0
3,1,9,3,Player_35,Player_55,0,0,0
3,1,9,4,Player_43,Player_68,1,0,1
3,1,9,5,Player_12,Player_59,0,0,0
3,1,9,6,Player_41,Player_85,0,0,0
3,1,10,1,Player_9,Player_96,0,0,0
3,1,10,2,Player_18,Player_91,1,0,1
3,1,10,3,Player_2,Player_56,1,0,1
3,1,10,4,Player_27,Player_99,0,0,0
3,1,10,5,Player_28,Player_50,0,0,0
3,1,10,6,Player_32,Player_97,0,0,0
3,1,11,1,Player_6,Player_95,0,0,0
3,1,11,2,Player_12,Player_60,1,1,2
3,1,11,3,Player_45,Player_70,2,0,2
3,1,11,4,Player_28,Player_87,6,0,6
3,1,11,5,Player_27,Player_54,1,0,1
3,1,11,6,Player_25,Player_69,4,0,4
3,1,12,1,Player_5,Player_84,0,0,0
3,1,12,2,Player_38,Player_99,0,0,0
3,1,12,3,Player_11,Player_51,3,0,3
3,1,12,4,Player_21,Player_73,1,0,1
3,1,12,5,Player_28,Player_79,0,0,0
3,1,12,6,Player_26,Player_82,0,0,0
3,1,13,1,Player_41,Player_96,0,0,0
3,1,13,2,Player_23,Player_97,1,0,1
3,1,13,3,Player_44,Player_60,3,0,3
3,1,13,4,Player_33,Player_69,2,0,2
3,1,13,5,Player_35,Player_89,0,0,0
3,1,13,6,Player_6,Player_58,1,1,2
3,1,14,1,Player_23,Player_52,1,0,1
3,1,14,2,Player_38,Player_64,0,0,0
3,1,14,3,Player_46,Player_63,4,0,4
3,1,14,4,Player_9,Player_84,0,0,0
3,1,14,5,Player_33,Player_55,1,0,1
3,1,14,6,Player_27,Player_83,1,0,1
3,1,15,1,Player_36,Player_57,0,0,0
3,1,15,2,Player_14,Player_69,0,0,0
3,1,15,3,Player_14,Player_75,6,0,6
3,1,15,4,Player_19,Player_95,4,0,4
3,1,15,5,Player_9,Player_77,0,1,1
3,1,15,6,Player_9,Player_68,4,0,4
3,1,16,1,Player_38,Player_85,0,0,0
3,1,16,2,Player_33,Player_74,3,0,3
3,1,16,3,Player_41,Player_63,2,0,2
3,1,16,4,Player_4,Player_77,4,0,4
3,1,16,5,Player_46,Player_71,4,0,4
3,1,16,6,Player_16,Player_78,3,0,3
3,1,17,1,Player_12,Player_84,0,0,0
3,1,17,2,Player_21,Player_70,0,0,0
3,1,17,3,Player_3,Player_93,0,0,0
3,1,17,4,Player_9,Player_53,4,0,4
